Acccle,Level,Humidity,Temperature,BzrStatus,EnvLightSensePer,EnvLightLv,EnvLightStatus,GreenLightPer,Distence(mm),DisLv
0.009296,0,42.000000,31.600000,0,46,3,0,4,7494,0
