Acccle,Level,Humidity,Temperature,BzrStatus,EnvLightSensePer,EnvLightLv,EnvLightStatus,GreenLightPer,Distence(mm),DisLv
0.006097,0,39.000000,34.000000,0,43,3,0,1,9662,0
